"MPPE","Microsoft Point-to-Point Encryption","unlearned"
"PMK","Pairwised Master Key","unlearned"
"PTK","pairwised transient key 一時鍵。EAPOL用と通信用の2種類作られる","unlearned"
"GMK","Group Master Key 定期的にAPが作る","unlearned"
"GTK","Group Transient Key。定期的に配布される","unlearned"
"GRE","Generic Routing Encapsulation。IPヘッダ、GREヘッダ、IPヘッダの順で着く","unlearned"
"GRE over IPsec","GREはIPマルチキャストもカプセル化できる。IPsecはできないので、IPsecで暗号化⇒GREでトンネリングという手が使われる","unlearned"
"トランスポートモード、トンネルモード","トランスポートは最初から最後まで暗号化する。v2ではデフォルトがトンネル","unlearned"
"セレクタ","ゲートウェイがIPパケットの扱いを決めるときに使うもの。PROTECT、BYPASS、DISCARD","unlearned"
"セキュリティポリシ","IPsecパケットの扱いを決めるSPD（Security Policy Database）に登録する。","unlearned"
"ISAKMP SA","IKEv1でのIKE SA","unlearned"
"IPsec SA","IKEv2でのChild SA","unlearned"
"リキー","鍵を新しく作る時に行うこと","unlearned"
"PFS","Perfect Forward Security。有効にしたらDH交換が行われ、向こうでは簡易的なナンスの交換のみ","unlearned"
"SPI","Security Parameter Index。IPsec SAを識別するために使う","unlearned"
"IKEv1","フェーズ1でパラメータ交換とエンティティ識別、フェーズ2でIPsec SAのためのパラメータ交換","unlearned"
"IKEv2","IKA_SA_INITでパラメータ交換、IKE_AUTHでエンティティ識別とIPsec SAのためのパラメータ交換","unlearned"
"イニシエータ、レスポンダ","IKEの起動側、応答側","unlearned"
"メインモード、アグレッシブモード","固定IPをもとにエンティティ認証に必要な情報を選ぶ。アグレッシブでは固定IPでなくてもよい。v2では区別がなくなる","unlearned"
"疑似乱数関数の選択","v1では暗黙的に決まり、v2では明示的に決める","unlearned"
"PSK","Pre Shard Key","unlearned"
"エンティティ認証の方法","フェーズ1で交換した情報に対しPSKを使い鍵付きハッシュを求めるか、電子証明書を使いデジタル署名するか","unlearned"
"IPsecで指定するID","メインモードではIPアドレス、アグレッシブではドメイン名など","unlearned"
"IPsecのライフタイム","SAを維持する時間","unlearned"
"XAUTH","利用者認証をする仕組み。VPNでは独自のものがあるためあまり使用されない","unlearned"
"IPsec通信でカプセル化するIPアドレスの範囲","v1ではID、v2ではトラフィックセレクタを用いて交換する","unlearned"
"CREATE_CHILD_SA","IKE SAを使ってChild SAを作る方法","unlearned"
"INFORMATIONAL","エラー、ステータス、ネットワーク設定、SAの削除などを伝える","unlearned"
"AH","Authentication Header","unlearned"
"ESP","Encapsulating Security Payload","unlearned"
"AHの認証範囲","トランスポートではオリジナルヘッダ＋AHヘッダ＋ペイロード、トンネルではIP*2+AH+ペイロード","unlearned"
"ESPの暗号化範囲、認証範囲","暗号化範囲は旧IP＋ペイロード＋ESPトレーラ、認証範囲はESPヘッダ＋旧IP＋ペイロード＋トレーラ。認証データは最後につける","unlearned"
"IPsecでマルチキャストができない理由","IKEが使えない、シーケンス番号が設定できない","unlearned"
"L2TP over IPsecのパケットフォーマット","IP, ESP, UDP, L2TP, PPP, IP","unlearned"
"L2TP over IPsecでPPPを使う理由","PPPに認証機能とIPアドレス払い出し機能がついているから","unlearned"
"NAT + IPsec","IPアドレスのハッシュは等しいか？→ESPの手前にUDPを挟んで通信する。","unlearned"
"GRE over IPsecのパケットフォーマット","IP ESP GRE IP ESPトレーラ ESP認証データ","unlearned"
"TLSのセキュリティ機能","主体認証、メッセージ認証、暗号化","unlearned"
"TLSの認証、暗号化範囲","認証範囲はペイロード、暗号化範囲はペイロード＋MAC","unlearned"
"ミドルボックス","IDSなどの、IPパケットを転送するルータ以外の機器","unlearned"
"ハンドシェークプロトコル","TLSセッションを作るための通信","unlearned"
"TLSの通信プロトコル","アプリケーションデータプロトコル、ハンドシェークプロトコル、Change Cipher Spec Protocol、アラートプロトコル","unlearned"
"TLS1.2のシーケンス","Client Hello, (Server Hello, Certificate, Certificate Request, Server Hello Done), (Certificate, Client Key Exchange, Certificate Verify, Change Cipher Spec, Finished), (Change Cipher Spec, Finished)","unlearned"
"TLS1.2で使う暗号スイート","鍵交換、署名、暗号化、ハッシュ関数","unlearned"
"TLS1.2でのHelloメッセージ群","Clientが暗号スイートの候補の提示、Serverが指定","unlearned"
"Client Key Exchange","プリマスターシークレット（48バイト）を送る","unlearned"
"Certificate Verify","クライアント署名をする（TLS1.3ではサーバー署名もする）","unlearned"
"Finishedですること","マスターシークレットを使い暗号化し、改ざんされていないかを検知する","unlearned"
"マスターシークレット","プリマスターシークレット＋Helloでやり取りした2つの乱数から作る","unlearned"
"1-RTT","TLS1.3でセッション再開後に1往復で通信を開くこと。0-RTTもあるが脆弱","unlearned"
"セッション再開","セッション中にPSKを生成し共有しておく","unlearned"
"AEAD","Authenticated Encryption with Associated Data。TLS1.3では必須。","unlearned"
"DHE","Ephemeral Diffie Hellman","unlearned"
"TLS1.3でのシーケンス","Client Hello, (Server Hello, Encrypted Extensions, Certificate Request, Certificate, Certificate Verify, Finished), (Certificate, Certificate Verify, Finished)","unlearned"
"TLS1.3でのHello","鍵アルゴリズムの候補を伝えると同時に一つ選んで鍵生成用の公開鍵と乱数も送ってしまう","unlearned"
"Encrypted Extensions","Helloで決め切れなかったデータ","unlearned"
"リバースプロキシ方式のSSL-VPN","VPN装置がリバースプロキシとして使われる。ブラウザを用いて操作。","unlearned"
"ポートフォワーディング方式のSSL-VPN","APサーバのアドレスをhostsファイルに入れ、ループバックアドレスに向ける。専用モジュールが受け取り、カプセル化して送る。VPN装置が解除してAPサーバ向けに送る","unlearned"
"ポートフォワーディング方式のSSL-VPNの注意点","APサーバが複数ある時は、独自ヘッダをつけて通信先を判別する","unlearned"
"L2フォワーディング方式のSSL-VPN","仮想NICを作り、そこに向けた通信をキャプチャしてVPN装置に向けて送る。","unlearned"
"WEP","Wired Equivalent Privacy","unlearned"
"WEPのキーストリーム","WEPキーとIVからRC4方式で作りだす。パケットごとにIVを平文で送り、変える","unlearned"
"WEPの脆弱性","キーの漏洩、同じIVを見つけると、メッセージのxorを取ることで元が推測できる","unlearned"
"FMS攻撃","特定のIVであれば、キーストリームの最初の数バイトからWEPキーの最初の数文字が特定できる","unlearned"
"ICV","Integrity Check Value。CRCのため改竄検査に使えない","unlearned"
"802.11の利用者認証","オープンシステム認証、共有鍵認証（漏洩に対して弱い）","unlearned"
"WPA","Wifi Protected Access。Wi-Fi AllianceがWEPの対策として急遽発表した。802.11iのマイナーチェンジ","unlearned"
"エンタープライズモード","802.1Xを使って認証する。EAP-PEAP、EAP-TLSなどが使える。PMKを動的に生成して使う。","unlearned"
"パーソナルモード","PSKを使う","unlearned"
"TKIP、Michael","Temporal Key Integrity Protocol。WEPの改良版。共有鍵は2つ作り、RC4を使う。","unlearned"
"鍵混合","第1段階で一次鍵＋MAC＋IVの上位でキーストリームを作り、これ＋IVの会でキーストリーム2を作る。IVは毎回インクリメントされ、48ビットある","unlearned"
"CCMP","Counter-mode with CBC-MAC Protocol","unlearned"
"CCMPの概要","PMK、乱数、MACアドレスから暗号化鍵と認証鍵を作る。CTRで暗号化。CBCでMACを作る。","unlearned"
"CFBモード","Cipher FeedBack。IVの暗号化 xor 平文=暗号。IVを暗号に置き換えて繰り返す。","unlearned"
"OFBモード","Output FeedBack。IVの暗号化 xor 平文=暗号。IVをIVの暗号化に置き換えて繰り返す。","unlearned"
